state,school,major,majorstem,majorstem2,months,jobapply,joboffer2,intern2haveacceptedtheofferfromi,internofferhaveyouacceptedanoffe,jobaccept_salary,topindustry,industry_top_versus_intern,jobaccept_ind,internaccept,education_ind,healthcare_ind,food_ind,computerelectronics_ind,othermanufacturing_ind,retailtrade_ind,finance_ind,accounting_ind,engineering_ind,mangconsult_ind,otherprofservices_ind,recreation_ind,othersupportserv_ind,govt_ind,resource1,resource2,resource3,resource4,resource5,resource6,resource7,resource8,resource9,resource10,resource11,resource12,resource13,resource14,resource15,intern,interntype,interntype2,internduty1,internduty2,internduty3,internduty4,internduty5,internduty6,interndissatisfaction1,interndissatisfaction2,interndissatisfaction3,interndissatisfaction4,interndissatisfaction5,careercentervisit,careercentervisit2,careercenterservice1,careercenterservice2,careercenterservice3,careercenterservice4,careercenterservice5,careercenterservice6,careercenterservice7,careercenterservice8,careercenterservice9,gender,age,gpa,race,parents,jobaccept_count,mthresource1,mthresource2,mthresource3,mthresource4,mthresource5,mthresource6,mthresource7,mthresource8,mthresource9,mthresource10,mthresource11,mthresource12,mthresource13,mthresource14,mthresource15,nu_mthresource1,nu_mthresource2,nu_mthresource3,nu_mthresource4,nu_mthresource5,nu_mthresource6,nu_mthresource7,nu_mthresource8,nu_mthresource9,nu_mthresource10,nu_mthresource11,nu_mthresource12,nu_mthresource13,nu_mthresource14,nu_mthresource15,joboffer,offer,sex,internship,cgpa,firstgen,Age,duration,ethnicity,schoolid,n_sch,broadcategory,_merge,maj1,intensity,informal,informal_intense,fair,fair_intense,empsite,empsite_intense,socntwk,socntwk_intense,media,media_intense,ucs,ucs_intense,cart,major_stem,major_stem2,type_internship,type_internship2,percent_internduty1,percent_internduty2,percent_internduty3,percent_internduty4,percent_internduty5,percent_internduty6,nu_interndissatisfaction1,nu_interndissatisfaction2,nu_interndissatisfaction3,nu_interndissatisfaction4,nu_interndissatisfaction5,visit_careercenter,visit2_careercenter,nu_careercenterservice1,cs_careercenterservice1,nu_careercenterservice2,cs_careercenterservice2,nu_careercenterservice3,cs_careercenterservice3,nu_careercenterservice4,cs_careercenterservice4,nu_careercenterservice5,cs_careercenterservice5,nu_careercenterservice6,cs_careercenterservice6,stem_major
Pennsylvania,Grove City College,Engineering,Engineering,STEM,9,Yes,Yes,Yes,Yes,"$60,001-$65,000",Engineering Services,Same,Government,No,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,Very useful,Somewhat useful,Very useful,Very useful,Not at all useful,Not at all useful,Somewhat useful,Not at all useful,Not at all useful,Somewhat useful,Somewhat useful,Somewhat useful,Very useful,Somewhat useful,Not at all useful,"Yes, internship","Paid: Private, for-profit company",Paid,5,5,10,40,35,5,NA,NA,NA,NA,NA,Once / year,Yes,Very helpful,Very helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful,Not very helpful,Not very helpful,Not very helpful,Male,20 to 24,3.25 - 3.49,White,Yes,36,Very useful,Somewhat useful,Very useful,Very useful,Not at all useful,Not at all useful,Somewhat useful,Not at all useful,Not at all useful,Somewhat useful,Somewhat useful,Somewhat useful,Very useful,Somewhat useful,Not at all useful,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Yes,1,Male,"Yes, internship",3.25 - 3.49,Yes,20 to 24,9,White,Grove City College,14,Engineering,matched (3),Engineering,15,1,5,1,2,1,1,1,1,1,3,1,1,Engineering,Engineering,STEM,"Paid: Private, for-profit company",Paid,5,5,10,40,35,5,0,0,0,0,0,Once / year,Yes,Very helpful,1,Very helpful,1,Somewhat helpful,1,Somewhat helpful,1,Somewhat helpful,1,Somewhat helpful,1,STEM
Kentucky,University of Kentucky,Engineering,Engineering,STEM,6,Yes,No,No,NA,NA,Engineering Services,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,Very useful,Very useful,Very useful,Not at all useful,Not at all useful,Very useful,Not at all useful,Not at all useful,Not at all useful,Very useful,Very useful,Not at all useful,Not at all useful,Somewhat useful,Not at all useful,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,20 to 24,2.75 - 2.99,Hispanic-American,No,3092,Very useful,Very useful,Very useful,Not at all useful,Not at all useful,Very useful,Not at all useful,Not at all useful,Not at all useful,Very useful,Very useful,Not at all useful,Not at all useful,Somewhat useful,Not at all useful,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,No,0,Male,No,2.75 - 2.99,No,20 to 24,6,Hispanic-American,University of Kentucky,128,Engineering,matched (3),Engineering,15,1,5,1,2,1,1,1,1,1,3,1,1,Engineering,Engineering,STEM,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,STEM
California,University of California-Santa Barbara,Engineering,Engineering,STEM,9,Yes,No,Yes,Yes,NA,Engineering Services,Different,NA,No,NA,NA,NA,1,1,NA,NA,NA,1,NA,1,NA,NA,NA,Extremely useful,Extremely useful,Extremely useful,Very useful,Somewhat useful,Somewhat useful,Not at all useful,Did not use,Did not use,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Did not use,"Yes, internship","Paid: Private, for-profit company",Paid,15,35,0,40,5,5,NA,NA,NA,NA,NA,2-3 / semester,Yes,Somewhat helpful,Somewhat helpful,Did not use,Very helpful,Very helpful,Did not use,Did not use,Did not use,Very helpful,Male,20 to 24,2.75 - 2.99,White,Yes,3092,Extremely useful,Extremely useful,Extremely useful,Very useful,Somewhat useful,Somewhat useful,Not at all useful,Did not use,Did not use,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Did not use,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,No,0,Male,"Yes, internship",2.75 - 2.99,Yes,20 to 24,9,White,University of California-Santa Barbara,25,Engineering,matched (3),Engineering,12,1,4,1,1,1,1,1,1,1,2,1,1,Engineering,Engineering,STEM,"Paid: Private, for-profit company",Paid,15,35,0,40,5,5,0,0,0,0,0,2-3 / semester,Yes,Somewhat helpful,1,Somewhat helpful,1,Did not use,0,Very helpful,1,Very helpful,1,Did not use,0,STEM
Michigan,University of Michigan-Ann Arbor,Engineering,Engineering,STEM,9,Yes,Yes,Yes,No,"$55,001-$60,000",Education,Different,"Finance, Insurance, & Real Estate",NA,NA,1,1,NA,NA,NA,1,NA,1,1,NA,NA,NA,1,Extremely useful,Somewhat useful,Extremely useful,Very useful,Somewhat useful,Did not use,Somewhat useful,Did not use,Did not use,Somewhat useful,Did not use,Very useful,Very useful,Very useful,Did not use,"Yes, internship","Paid: Private, for-profit company",Paid,20,20,5,50,0,5,NA,NA,NA,NA,NA,4+ / semester,Yes,Somewhat helpful,Very helpful,Did not use,Not very helpful,Not very helpful,Somewhat helpful,Did not use,Somewhat helpful,Very helpful,Female,20 to 24,3.75 - 3.99,Multiracial,Yes,128,Extremely useful,Somewhat useful,Extremely useful,Very useful,Somewhat useful,Did not use,Somewhat useful,Did not use,Did not use,Somewhat useful,Did not use,Very useful,Very useful,Very useful,Did not use,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0,Yes,1,Female,"Yes, internship",3.75 - 3.99,Yes,20 to 24,9,Multiracial,University of Michigan-Ann Arbor,75,Engineering,matched (3),Engineering,10,1,3,1,1,1,1,1,1,1,1,1,1,Engineering,Engineering,STEM,"Paid: Private, for-profit company",Paid,20,20,5,50,0,5,0,0,0,0,0,4+ / semester,Yes,Somewhat helpful,1,Very helpful,1,Did not use,0,Not very helpful,1,Not very helpful,1,Somewhat helpful,1,STEM
Wisconsin,Milwaukee School of Engineering,Engineering,Engineering,STEM,9,Yes,Yes,Yes,No,NA,Construction,Different,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,Extremely useful,Extremely useful,Extremely useful,Extremely useful,Extremely useful,Somewhat useful,Did not use,Somewhat useful,Did not use,Somewhat useful,Extremely useful,Extremely useful,Did not use,Somewhat useful,Did not use,"Yes, both","Paid: Private, for-profit company",Paid,10,25,15,25,25,0,NA,NA,NA,NA,NA,2-3 / semester,Yes,Somewhat helpful,Very helpful,Did not use,Somewhat helpful,Somewhat helpful,Did not use,Did not use,Did not use,Did not use,Female,20 to 24,2.5 - 2.74,White,Yes,3092,Extremely useful,Extremely useful,Extremely useful,Extremely useful,Extremely useful,Somewhat useful,Did not use,Somewhat useful,Did not use,Somewhat useful,Extremely useful,Extremely useful,Did not use,Somewhat useful,Did not use,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,Yes,1,Female,"Yes, both",2.5 - 2.74,Yes,20 to 24,9,White,Milwaukee School of Engineering,22,Engineering,matched (3),Engineering,11,1,4,1,1,1,1,0,0,1,2,1,1,Engineering,Engineering,STEM,"Paid: Private, for-profit company",Paid,10,25,15,25,25,0,0,0,0,0,0,2-3 / semester,Yes,Somewhat helpful,1,Very helpful,1,Did not use,0,Somewhat helpful,1,Somewhat helpful,1,Did not use,0,STEM
Arizona,Northern Arizona University,Engineering,Engineering,STEM,12,Yes,Yes,Yes,Yes,"$65,001-$70,000",Engineering Services,Same,Engineering Services,No,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,Somewhat useful,Very useful,Did not use,Did not use,Did not use,Did not use,Did not use,Did not use,Did not use,Somewhat useful,Somewhat useful,Very useful,Extremely useful,Extremely useful,Did not use,"Yes, internship","Paid: Private, for-profit company",Paid,15,15,5,35,30,0,NA,NA,NA,NA,NA,Once / year,Yes,Not very helpful,Somewhat helpful,Did not use,Did not use,Did not use,Did not use,Did not use,Very helpful,Did not use,Female,20 to 24,3.75 - 3.99,White,Yes,88,Somewhat useful,Very useful,Did not use,Did not use,Did not use,Did not use,Did not use,Did not use,Did not use,Somewhat useful,Somewhat useful,Very useful,Extremely useful,Extremely useful,Did not use,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,Yes,1,Female,"Yes, internship",3.75 - 3.99,Yes,20 to 24,12,White,Northern Arizona University,78,Engineering,matched (3),Engineering,7,1,4,1,1,1,1,0,0,0,0,1,1,Engineering,Engineering,STEM,"Paid: Private, for-profit company",Paid,15,15,5,35,30,0,0,0,0,0,0,Once / year,Yes,Not very helpful,1,Somewhat helpful,1,Did not use,0,Did not use,0,Did not use,0,Did not use,0,STEM
Pennsylvania,Lafayette College,Engineering,Engineering,STEM,8,Yes,Yes,Yes,Yes,"$55,001-$60,000",Transportation,Different,Transportation,No,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,Somewhat useful,Somewhat useful,Very useful,Very useful,Somewhat useful,Not at all useful,Not at all useful,Not at all useful,Not at all useful,Extremely useful,Extremely useful,Somewhat useful,Somewhat useful,Extremely useful,Not at all useful,"Yes, internship","Paid: Private, for-profit company",Paid,0,10,5,70,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,20 to 24,3.0 - 3.24,White,Yes,24,Somewhat useful,Somewhat useful,Very useful,Very useful,Somewhat useful,Not at all useful,Not at all useful,Not at all useful,Not at all useful,Extremely useful,Extremely useful,Somewhat useful,Somewhat useful,Extremely useful,Not at all useful,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Yes,1,Female,"Yes, internship",3.0 - 3.24,Yes,20 to 24,8,White,Lafayette College,87,Engineering,matched (3),Engineering,15,1,5,1,2,1,1,1,1,1,3,1,1,Engineering,Engineering,STEM,"Paid: Private, for-profit company",Paid,0,10,5,70,15,0,0,0,0,0,0,,,,,,,,,,,,,,,STEM
Michigan,University of Michigan-Ann Arbor,Engineering,Engineering,STEM,6,Yes,Yes,Yes,Yes,"$65,001-$70,000",Oil & Gas Extraction,Different,Other Manufacturing,Yes,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,Very useful,Extremely useful,Very useful,Very useful,Did not use,Did not use,Somewhat useful,Somewhat useful,Did not use,Did not use,Did not use,Did not use,Extremely useful,Somewhat useful,Did not use,"Yes, internship","Paid: Private, for-profit company",Paid,10,20,10,20,40,0,NA,NA,NA,NA,NA,Never,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,20 to 24,3.5 - 3.74,White,Yes,38,Very useful,Extremely useful,Very useful,Very useful,Did not use,Did not use,Somewhat useful,Somewhat useful,Did not use,Did not use,Did not use,Did not use,Extremely useful,Somewhat useful,Did not use,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,Yes,1,Male,"Yes, internship",3.5 - 3.74,Yes,20 to 24,6,White,University of Michigan-Ann Arbor,75,Engineering,matched (3),Engineering,8,1,3,1,1,1,1,1,1,0,0,0,0,Engineering,Engineering,STEM,"Paid: Private, for-profit company",Paid,10,20,10,20,40,0,0,0,0,0,0,Never,No,,,,,,,,,,,,,STEM
Pennsylvania,Lafayette College,Engineering,Engineering,STEM,4,Yes,No,Yes,No,NA,Engineering Services,Same,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,Very useful,Very useful,Very useful,Very useful,Very useful,Very useful,Very useful,Very useful,Somewhat useful,Very useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,"Yes, internship","Paid: Private, for-profit company",Paid,0,10,10,50,30,0,NA,NA,NA,NA,NA,2-3 / semester,Yes,Not very helpful,Not very helpful,Not very helpful,Not very helpful,Not very helpful,Not very helpful,Not very helpful,Not very helpful,Not very helpful,Male,20 to 24,3.5 - 3.74,International,No,3092,Very useful,Very useful,Very useful,Very useful,Very useful,Very useful,Very useful,Very useful,Somewhat useful,Very useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,No,0,Male,"Yes, internship",3.5 - 3.74,No,20 to 24,4,International,Lafayette College,87,Engineering,matched (3),Engineering,15,1,5,1,2,1,1,1,1,1,3,1,1,Engineering,Engineering,STEM,"Paid: Private, for-profit company",Paid,0,10,10,50,30,0,0,0,0,0,0,2-3 / semester,Yes,Not very helpful,1,Not very helpful,1,Not very helpful,1,Not very helpful,1,Not very helpful,1,Not very helpful,1,STEM
Arizona,Northern Arizona University,Engineering,Engineering,STEM,7,Yes,Yes,No,NA,"$65,001-$70,000",Computer & Electronics Manufacturing,NA,Computer & Electronics Manufacturing,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,Extremely useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Did not use,Did not use,Did not use,Did not use,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Did not use,Did not use,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,20 to 24,3.25 - 3.49,Hispanic-American,Yes,39,Extremely useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Did not use,Did not use,Did not use,Did not use,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Did not use,Did not use,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,Yes,1,Male,No,3.25 - 3.49,Yes,20 to 24,7,Hispanic-American,Northern Arizona University,78,Engineering,matched (3),Engineering,9,1,3,1,1,1,1,0,0,1,1,1,1,Engineering,Engineering,STEM,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,STEM
Kentucky,University of Kentucky,Engineering,Engineering,STEM,20,Yes,Yes,Yes,Yes,"$65,001-$70,000",Management Consulting,Different,Other Manufacturing,Yes,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,Extremely useful,Somewhat useful,Very useful,Very useful,Somewhat useful,Not at all useful,Extremely useful,Did not use,Did not use,Did not use,Very useful,Extremely useful,Extremely useful,Extremely useful,Somewhat useful,"Yes, both","Paid: Private, for-profit company",Paid,10,25,10,35,20,0,NA,NA,NA,NA,NA,Once / year,Yes,Not very helpful,Somewhat helpful,Not at all helpful,Not very helpful,Very helpful,Very helpful,Not very helpful,Somewhat helpful,Not very helpful,Male,20 to 24,3.5 - 3.74,White,Yes,38,Extremely useful,Somewhat useful,Very useful,Very useful,Somewhat useful,Not at all useful,Extremely useful,Did not use,Did not use,Did not use,Very useful,Extremely useful,Extremely useful,Extremely useful,Somewhat useful,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,Yes,1,Male,"Yes, both",3.5 - 3.74,Yes,20 to 24,20,White,University of Kentucky,128,Engineering,matched (3),Engineering,12,1,4,1,1,1,1,1,1,1,3,0,0,Engineering,Engineering,STEM,"Paid: Private, for-profit company",Paid,10,25,10,35,20,0,0,0,0,0,0,Once / year,Yes,Not very helpful,1,Somewhat helpful,1,Not at all helpful,1,Not very helpful,1,Very helpful,1,Very helpful,1,STEM
Michigan,University of Michigan-Ann Arbor,Engineering,Engineering,STEM,12,Yes,Yes,Yes,Yes,"$70,001-$75,000",Chemical (Pharmaceutical) Manufacturing,Same,Chemical (Pharmaceutical) Manufacturing,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Very useful,Very useful,Very useful,Very useful,Very useful,Very useful,Very useful,Very useful,Very useful,Very useful,Very useful,Very useful,Very useful,Very useful,Very useful,"Yes, internship","Paid: Private, for-profit company",Paid,20,20,20,20,20,0,NA,NA,NA,NA,NA,2-3 / semester,Yes,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful,NA,NA,NA,NA,NA,13,Very useful,Very useful,Very useful,Very useful,Very useful,Very useful,Very useful,Very useful,Very useful,Very useful,Very useful,Very useful,Very useful,Very useful,Very useful,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Yes,1,,"Yes, internship",,,,12,,University of Michigan-Ann Arbor,75,Engineering,matched (3),Engineering,15,1,5,1,2,1,1,1,1,1,3,1,1,Engineering,Engineering,STEM,"Paid: Private, for-profit company",Paid,20,20,20,20,20,0,0,0,0,0,0,2-3 / semester,Yes,Somewhat helpful,1,Somewhat helpful,1,Somewhat helpful,1,Somewhat helpful,1,Somewhat helpful,1,Somewhat helpful,1,STEM
California,University of California-Riverside,Engineering,Engineering,STEM,4,Yes,No,No,NA,NA,Engineering Services,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,Somewhat useful,Very useful,Very useful,Very useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Very useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,20 to 24,2.5 - 2.74,Asian-American,No,3092,Somewhat useful,Very useful,Very useful,Very useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Very useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,No,0,Female,No,2.5 - 2.74,No,20 to 24,4,Asian-American,University of California-Riverside,92,Engineering,matched (3),Engineering,15,1,5,1,2,1,1,1,1,1,3,1,1,Engineering,Engineering,STEM,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,STEM
Maine,University of Maine,Engineering,Engineering,STEM,7,Yes,No,No,NA,NA,Engineering Services,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,Somewhat useful,Very useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Did not use,Did not use,Did not use,Somewhat useful,Somewhat useful,Somewhat useful,Did not use,Did not use,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,20 to 24,3.75 - 3.99,White,Yes,3092,Somewhat useful,Very useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Did not use,Did not use,Did not use,Somewhat useful,Somewhat useful,Somewhat useful,Did not use,Did not use,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,No,0,Male,No,3.75 - 3.99,Yes,20 to 24,7,White,University of Maine,118,Engineering,matched (3),Engineering,10,1,3,1,1,1,1,1,1,1,2,0,0,Engineering,Engineering,STEM,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,STEM
Illinois,Illinois Institute of Technology,Engineering,Engineering,STEM,8,Yes,No,No,NA,NA,Engineering Services,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,Extremely useful,Somewhat useful,Extremely useful,Very useful,Very useful,Not at all useful,Not at all useful,Not at all useful,Not at all useful,Somewhat useful,Somewhat useful,Very useful,Not at all useful,Very useful,Not at all useful,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,20 to 24,3.0 - 3.24,White,Yes,3092,Extremely useful,Somewhat useful,Extremely useful,Very useful,Very useful,Not at all useful,Not at all useful,Not at all useful,Not at all useful,Somewhat useful,Somewhat useful,Very useful,Not at all useful,Very useful,Not at all useful,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,No,0,Male,No,3.0 - 3.24,Yes,20 to 24,8,White,Illinois Institute of Technology,17,Engineering,matched (3),Engineering,15,1,5,1,2,1,1,1,1,1,3,1,1,Engineering,Engineering,STEM,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,STEM
Ohio,Cedarville University,Engineering,Engineering,STEM,24,Yes,Yes,No,NA,"$50,001-$55,000",NA,NA,Engineering Services,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,Extremely useful,Somewhat useful,Extremely useful,Did not use,Did not use,Did not use,Did not use,Did not use,Did not use,Somewhat useful,Did not use,Did not use,Did not use,Somewhat useful,Did not use,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,Extremely useful,Somewhat useful,Extremely useful,Did not use,Did not use,Did not use,Did not use,Did not use,Did not use,Somewhat useful,Did not use,Did not use,Did not use,Somewhat useful,Did not use,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,Yes,1,,No,,,,24,,Cedarville University,81,Engineering,matched (3),Engineering,5,1,1,1,1,1,1,0,0,0,0,1,1,Engineering,Engineering,STEM,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,STEM
Wisconsin,Milwaukee School of Engineering,Engineering,Engineering,STEM,10,Yes,Yes,Yes,Yes,"$60,001-$65,000",Engineering Services,Same,Engineering Services,No,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,Very useful,Somewhat useful,Very useful,Extremely useful,Somewhat useful,Not at all useful,Not at all useful,Somewhat useful,Not at all useful,Extremely useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,"Yes, internship","Paid: Private, for-profit company",Paid,0,5,5,80,10,0,NA,NA,NA,NA,NA,2-3 / semester,Yes,Very helpful,Very helpful,Somewhat helpful,Very helpful,Very helpful,Very helpful,Very helpful,Very helpful,Very helpful,Female,20 to 24,3.75 - 3.99,White,Yes,88,Very useful,Somewhat useful,Very useful,Extremely useful,Somewhat useful,Not at all useful,Not at all useful,Somewhat useful,Not at all useful,Extremely useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Yes,1,Female,"Yes, internship",3.75 - 3.99,Yes,20 to 24,10,White,Milwaukee School of Engineering,22,Engineering,matched (3),Engineering,15,1,5,1,2,1,1,1,1,1,3,1,1,Engineering,Engineering,STEM,"Paid: Private, for-profit company",Paid,0,5,5,80,10,0,0,0,0,0,0,2-3 / semester,Yes,Very helpful,1,Very helpful,1,Somewhat helpful,1,Very helpful,1,Very helpful,1,Very helpful,1,STEM
Florida,Embry-Riddle Aeronautical University-Daytona Beach,Engineering,Engineering,STEM,18,Yes,No,No,NA,NA,Engineering Services,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,Very useful,Very useful,Extremely useful,Extremely useful,Somewhat useful,Somewhat useful,Very useful,Very useful,Very useful,Very useful,Extremely useful,Very useful,Did not use,Extremely useful,Somewhat useful,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,25 to 30,3.0 - 3.24,Asian-American,No,3092,Very useful,Very useful,Extremely useful,Extremely useful,Somewhat useful,Somewhat useful,Very useful,Very useful,Very useful,Very useful,Extremely useful,Very useful,Did not use,Extremely useful,Somewhat useful,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,No,0,Male,No,3.0 - 3.24,No,25 to 30,18,Asian-American,Embry-Riddle Aeronautical University-Daytona Beach,19,Engineering,matched (3),Engineering,14,1,4,1,2,1,1,1,1,1,3,1,1,Engineering,Engineering,STEM,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,STEM
Wisconsin,Milwaukee School of Engineering,Engineering,Engineering,STEM,9,Yes,No,Yes,No,NA,Healthcare,Different,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,1,1,NA,NA,NA,Very useful,Very useful,Somewhat useful,Did not use,Did not use,Did not use,Somewhat useful,Did not use,Did not use,Somewhat useful,Extremely useful,Extremely useful,Extremely useful,Extremely useful,Did not use,"Yes, internship","Paid: Private, for-profit company",Paid,0,15,5,50,30,0,NA,NA,NA,NA,NA,Once / year,Yes,Did not use,Very helpful,Did not use,Did not use,Did not use,Did not use,Did not use,Did not use,Not very helpful,Female,20 to 24,3.0 - 3.24,White,Yes,3092,Very useful,Very useful,Somewhat useful,Did not use,Did not use,Did not use,Somewhat useful,Did not use,Did not use,Somewhat useful,Extremely useful,Extremely useful,Extremely useful,Extremely useful,Did not use,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,No,0,Female,"Yes, internship",3.0 - 3.24,Yes,20 to 24,9,White,Milwaukee School of Engineering,22,Engineering,matched (3),Engineering,9,1,4,1,1,1,1,1,1,0,0,1,1,Engineering,Engineering,STEM,"Paid: Private, for-profit company",Paid,0,15,5,50,30,0,0,0,0,0,0,Once / year,Yes,Did not use,0,Very helpful,1,Did not use,0,Did not use,0,Did not use,0,Did not use,0,STEM
Not in the United States,,Engineering,Engineering,STEM,10,Yes,Yes,No,NA,"$45,001-$50,000",Engineering Services,NA,Engineering Services,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,Extremely useful,Very useful,Very useful,Extremely useful,Very useful,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,Extremely useful,Very useful,Very useful,Extremely useful,Very useful,,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,Yes,1,,No,,,,10,,,0,Engineering,matched (3),Engineering,5,,,,,1,1,,,,,,,Engineering,Engineering,STEM,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,STEM
